event_id,claim_id,policy_no,event_date,event_type,event_channel,handler_name,amount,outcome,sla_met,response_time_hrs,notes,system_source,created_at
EVT-000749,CLM-00515,POL-681542,2021-07-10,Document Submitted,Mobile App,Jessica Baker,,Pending,True,24.9,Document type: Police report received via Mobile App.,MobileApp,2021-07-10
EVT-000750,CLM-00916,POL-609231,2024-03-25,Appeal Filed,Web Portal,Sandra Carter,,Completed,True,48.7,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2024-03-25
EVT-000751,CLM-00876,POL-658582,2022-08-08,Appeal Filed,Email,Kimberly Thomas,,Follow-up Required,True,29.6,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2022-08-08
EVT-000752,CLM-00437,POL-723398,2022-08-04,Settlement Offered,Phone,Patricia Scott,,No Action Needed,True,18.8,,MobileApp,2022-08-04
EVT-000753,CLM-00593,POL-160738,2020-06-27,Document Submitted,In-Person,Joseph Johnson,,Pending,False,43.5,Document type: Photos received via In-Person.,MobileApp,2020-06-27
EVT-000754,CLM-00005,POL-480612,2024-05-26,Status Update,Email,Jason Perez,,Pending,False,28.2,Claim status updated to Denied. Adjuster notes recorded.,PhoneSystem,2024-05-26
EVT-000755,CLM-00070,POL-414569,2023-07-01,Appeal Filed,Web Portal,Susan Harris,,Pending,False,22.1,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2023-07-01
EVT-000756,CLM-00088,POL-156802,2021-08-31,Payment Issued,In-Person,Sandra Carter,11880.25,Pending,True,59.6,"Payment of $11,880.25 issued to claimant. Check #434758.",CMS,2021-08-31
EVT-000757,CLM-00927,POL-246413,2020-07-29,Inspection Scheduled,Mobile App,Sandra Carter,,Follow-up Required,True,63.2,Field inspection scheduled for 2020-08-06. Inspector: Donald Rodriguez.,CMS,2020-07-29
EVT-000758,CLM-00247,POL-905934,2020-11-22,Document Submitted,Web Portal,Margaret Rivera,,Pending,False,19.6,Document type: Signed statement received via Web Portal.,PhoneSystem,2020-11-22
EVT-000759,CLM-00460,POL-360735,2023-08-13,Appeal Filed,Mobile App,Amanda Miller,,Pending,False,24.2,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2023-08-13
EVT-000760,CLM-00806,POL-203198,2024-09-29,Inspection Scheduled,Fax,Margaret Rivera,,No Action Needed,True,61.2,Field inspection scheduled for 2024-10-09. Inspector: Christopher Hall.,EmailGateway,2024-09-29
EVT-000761,CLM-00687,POL-260265,2024-12-15,New Claim,Phone,Susan Harris,,Escalated,False,60.2,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2024-12-15
EVT-000762,CLM-00211,POL-680828,2021-05-18,Settlement Offered,Phone,Joseph Johnson,,Follow-up Required,False,65.5,,EmailGateway,2021-05-18
EVT-000763,CLM-00321,POL-769987,2020-04-18,Settlement Accepted,Phone,Patricia Garcia,,Escalated,True,21.1,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2020-04-18
EVT-000764,CLM-00992,POL-956795,2020-07-29,Appeal Filed,In-Person,Sharon Anderson,,Escalated,True,45.9,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2020-07-29
EVT-000765,CLM-00137,POL-725380,2021-07-24,Inspection Scheduled,Fax,Amanda Miller,,Pending,True,6.9,Field inspection scheduled for 2021-07-30. Inspector: Susan Harris.,MobileApp,2021-07-24
EVT-000766,CLM-00152,POL-624902,2023-06-07,Document Submitted,Email,Kimberly Phillips,,Follow-up Required,False,69.9,Document type: Signed statement received via Email.,PhoneSystem,2023-06-07
EVT-000767,CLM-00009,POL-923267,2022-02-16,Appeal Filed,Phone,Kimberly Martinez,,No Action Needed,True,7.3,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2022-02-16
EVT-000768,CLM-00999,POL-359947,2020-02-29,Payment Issued,Web Portal,Kimberly Phillips,18241.54,Completed,True,30.8,"Payment of $18,241.54 issued to claimant. Check #940455.",EmailGateway,2020-02-29
EVT-000769,CLM-00492,POL-946721,2023-09-10,Document Submitted,Fax,Patricia Scott,,Pending,True,66.1,Document type: Police report received via Fax.,EmailGateway,2023-09-10
EVT-000770,CLM-01000,POL-704201,2021-05-18,Claim Closed,In-Person,Amanda Miller,,Completed,True,43.6,Claim closed. Final disposition: Withdrawn by claimant.,MobileApp,2021-05-18
EVT-000771,CLM-00743,POL-163556,2024-12-30,Settlement Offered,Fax,Kimberly Phillips,,Pending,True,49.7,,MobileApp,2024-12-30
EVT-000772,CLM-00907,POL-214576,2020-08-13,Appeal Filed,Web Portal,Jason Perez,,Pending,True,23.9,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2020-08-13
EVT-000773,CLM-00484,POL-446479,2024-12-27,New Claim,Phone,Jason Perez,,Completed,True,1.2,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2024-12-27
EVT-000774,CLM-00962,POL-891952,2021-11-01,Inspection Completed,Phone,Joseph Johnson,,Completed,True,67.0,On-site inspection completed. Findings: Further review required.,MobileApp,2021-11-01
EVT-000775,CLM-00621,POL-439902,2024-04-17,Inspection Scheduled,Email,Patricia Garcia,,Escalated,True,49.6,Field inspection scheduled for 2024-04-25. Inspector: Cynthia Nguyen.,Portal,2024-04-17
EVT-000776,CLM-00179,POL-724834,2023-08-13,Status Update,Email,Patricia Garcia,,Pending,True,16.1,Claim status updated to Denied. Adjuster notes recorded.,CMS,2023-08-13
EVT-000777,CLM-00245,POL-392004,2020-10-03,Document Submitted,Mobile App,Patricia Scott,,Escalated,False,64.9,Document type: Tax return received via Mobile App.,Portal,2020-10-03
EVT-000778,CLM-00013,POL-987204,2023-05-24,Settlement Accepted,Phone,Sandra Carter,,No Action Needed,False,59.5,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2023-05-24
EVT-000779,CLM-00541,POL-994141,2021-09-16,Inspection Completed,Email,Christopher Hall,,Follow-up Required,True,16.2,On-site inspection completed. Findings: Damage exceeds initial estimate.,CMS,2021-09-16
EVT-000780,CLM-00800,POL-662336,2020-05-22,Status Update,In-Person,Kimberly Phillips,,Pending,False,50.9,Claim status updated to Open. Adjuster notes recorded.,PhoneSystem,2020-05-22
EVT-000781,CLM-00025,POL-677057,2022-05-13,New Claim,Web Portal,Kimberly Phillips,,Pending,False,40.3,Claim received and assigned claim number. Initial triage completed.,PhoneSystem,2022-05-13
EVT-000782,CLM-00889,POL-430776,2021-12-25,Settlement Offered,Fax,Sandra Anderson,,Escalated,True,58.2,,CMS,2021-12-25
EVT-000783,CLM-00173,POL-590785,2022-06-21,Payment Issued,Email,Christopher Hall,46242.24,Completed,True,13.7,"Payment of $46,242.24 issued to claimant. Check #738440.",PhoneSystem,2022-06-21
EVT-000784,CLM-00763,POL-313487,2020-01-29,New Claim,In-Person,Amanda Miller,,Pending,True,70.8,Claim received and assigned claim number. Initial triage completed.,MobileApp,2020-01-29
EVT-000785,CLM-00798,POL-373432,2024-06-07,Claim Closed,Mobile App,Kimberly Phillips,,Escalated,True,43.9,Claim closed. Final disposition: Denied.,MobileApp,2024-06-07
EVT-000786,CLM-00676,POL-376807,2020-07-06,Settlement Offered,Phone,Sandra Carter,,Escalated,True,12.9,,Portal,2020-07-06
EVT-000787,CLM-00110,POL-542374,2021-03-10,Settlement Accepted,Web Portal,Kimberly Thomas,,Completed,True,21.2,Claimant accepted settlement offer. Release form sent for signature.,Portal,2021-03-10
EVT-000788,CLM-00637,POL-225710,2021-11-08,Appeal Filed,Phone,Amanda Miller,,Escalated,False,46.4,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2021-11-08
EVT-000789,CLM-00174,POL-245051,2020-02-18,Settlement Offered,Web Portal,Kimberly Phillips,,Follow-up Required,True,6.5,,EmailGateway,2020-02-18
EVT-000790,CLM-00008,POL-688637,2022-06-10,Document Submitted,Email,Margaret Rivera,,Pending,False,61.4,Document type: Repair estimate received via Email.,CMS,2022-06-10
EVT-000791,CLM-00359,POL-299448,2021-04-11,Inspection Completed,In-Person,Kimberly Thomas,,Follow-up Required,False,27.8,On-site inspection completed. Findings: Damage exceeds initial estimate.,Portal,2021-04-11
EVT-000792,CLM-00953,POL-785743,2024-05-01,Document Submitted,Web Portal,Kimberly Phillips,,No Action Needed,True,39.8,Document type: Photos received via Web Portal.,CMS,2024-05-01
EVT-000793,CLM-00238,POL-428838,2023-03-30,Status Update,Web Portal,Kimberly Phillips,,Follow-up Required,True,5.0,Claim status updated to Pending Documentation. Adjuster notes recorded.,PhoneSystem,2023-03-30
EVT-000794,CLM-00255,POL-787277,2020-05-23,Inspection Scheduled,Phone,Sandra Carter,,Escalated,True,69.7,Field inspection scheduled for 2020-06-04. Inspector: Kimberly Martinez.,PhoneSystem,2020-05-23
EVT-000795,CLM-00247,POL-905934,2023-12-25,Payment Issued,Fax,Joseph Johnson,46001.52,Follow-up Required,True,29.9,"Payment of $46,001.52 issued to claimant. Check #714653.",Portal,2023-12-25
EVT-000796,CLM-00514,POL-858490,2020-01-17,Document Submitted,Fax,Kimberly Thomas,,Completed,True,46.4,Document type: Proof of ownership received via Fax.,EmailGateway,2020-01-17
EVT-000797,CLM-00274,POL-354801,2023-02-09,Inspection Completed,Fax,Patricia Scott,,Follow-up Required,False,59.7,On-site inspection completed. Findings: Further review required.,Portal,2023-02-09
EVT-000798,CLM-00891,POL-220116,2024-09-07,Document Submitted,Phone,Kimberly Thomas,,Follow-up Required,True,12.3,Document type: Photos received via Phone.,Portal,2024-09-07
EVT-000799,CLM-00684,POL-299448,2024-10-10,Inspection Completed,In-Person,Sandra Carter,,Completed,False,40.0,On-site inspection completed. Findings: Damage less than reported.,Portal,2024-10-10
EVT-000800,CLM-00351,POL-716886,2023-07-09,Appeal Filed,Email,James Carter,,Pending,False,24.3,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2023-07-09
EVT-000801,CLM-00125,POL-955662,2022-01-17,Settlement Offered,Fax,Jason Perez,,Pending,False,20.6,,MobileApp,2022-01-17
EVT-000802,CLM-00304,POL-109767,2022-07-21,Claim Closed,Fax,Patricia Scott,,Escalated,False,7.6,Claim closed. Final disposition: Duplicate claim.,Portal,2022-07-21
EVT-000803,CLM-00323,POL-712024,2021-04-08,Appeal Filed,Phone,Joseph Johnson,,No Action Needed,False,22.5,Claimant filed formal appeal against coverage decision. Appeal team assigned.,MobileApp,2021-04-08
EVT-000804,CLM-00759,POL-428838,2020-05-09,Document Submitted,Mobile App,Joseph Johnson,,No Action Needed,True,8.2,Document type: Police report received via Mobile App.,EmailGateway,2020-05-09
EVT-000805,CLM-00966,POL-922157,2021-08-29,Settlement Accepted,Phone,Kimberly Phillips,,Follow-up Required,True,4.9,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2021-08-29
EVT-000806,CLM-00549,POL-676510,2024-09-24,Status Update,Web Portal,Sharon Anderson,,Escalated,True,50.5,Claim status updated to In Litigation. Adjuster notes recorded.,Portal,2024-09-24
EVT-000807,CLM-00284,POL-238890,2024-01-07,Document Submitted,Email,Sandra Anderson,,Follow-up Required,True,56.6,Document type: Photos received via Email.,CMS,2024-01-07
EVT-000808,CLM-00486,POL-374680,2023-12-28,Document Submitted,Fax,James Carter,,No Action Needed,True,15.6,Document type: Repair estimate received via Fax.,MobileApp,2023-12-28
EVT-000809,CLM-00417,POL-107540,2022-09-16,Inspection Completed,Mobile App,Sandra Carter,,No Action Needed,True,32.7,On-site inspection completed. Findings: Further review required.,EmailGateway,2022-09-16
EVT-000810,CLM-00844,POL-265840,2023-08-06,Settlement Accepted,Web Portal,Kimberly Martinez,,Follow-up Required,False,50.2,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2023-08-06
EVT-000811,CLM-00734,POL-684004,2022-11-28,Status Update,In-Person,Sandra Carter,,No Action Needed,True,68.5,Claim status updated to Closed. Adjuster notes recorded.,Portal,2022-11-28
EVT-000812,CLM-00726,POL-707040,2022-04-23,Settlement Offered,Fax,James Carter,,Completed,True,68.8,,MobileApp,2022-04-23
EVT-000813,CLM-00228,POL-946305,2022-03-28,Inspection Scheduled,Phone,Sandra Carter,,Pending,True,34.9,Field inspection scheduled for 2022-04-06. Inspector: Susan Nguyen.,MobileApp,2022-03-28
EVT-000814,CLM-00910,POL-428838,2021-10-21,Claim Closed,Mobile App,Patricia Scott,,Escalated,True,52.4,Claim closed. Final disposition: Partially paid.,Portal,2021-10-21
EVT-000815,CLM-00694,POL-551989,2024-08-03,Status Update,Web Portal,Susan Nguyen,,Escalated,True,69.0,Claim status updated to Under Review. Adjuster notes recorded.,PhoneSystem,2024-08-03
EVT-000816,CLM-00754,POL-398830,2024-05-14,Status Update,Web Portal,Kimberly Thomas,,Completed,False,68.2,Claim status updated to Approved. Adjuster notes recorded.,MobileApp,2024-05-14
EVT-000817,CLM-00922,POL-765095,2024-04-17,Claim Closed,Email,Donald Rodriguez,,Escalated,True,54.3,Claim closed. Final disposition: Denied.,MobileApp,2024-04-17
EVT-000818,CLM-00800,POL-662336,2024-06-02,Document Submitted,Fax,Kimberly Martinez,,Pending,True,60.0,Document type: Police report received via Fax.,Portal,2024-06-02
EVT-000819,CLM-00454,POL-681542,2020-05-04,Appeal Filed,Phone,Jason Perez,,No Action Needed,True,10.7,Claimant filed formal appeal against coverage decision. Appeal team assigned.,EmailGateway,2020-05-04
EVT-000820,CLM-00628,POL-802258,2020-08-06,Settlement Offered,Fax,Sandra Anderson,,Escalated,True,71.2,,EmailGateway,2020-08-06
EVT-000821,CLM-00602,POL-454508,2024-01-02,Document Submitted,Fax,Cynthia Nguyen,,Pending,True,23.0,Document type: Tax return received via Fax.,MobileApp,2024-01-02
EVT-000822,CLM-00403,POL-246991,2020-01-28,Claim Closed,Phone,Kimberly Thomas,,Follow-up Required,True,65.3,Claim closed. Final disposition: Partially paid.,Portal,2020-01-28
EVT-000823,CLM-00456,POL-678478,2024-05-06,New Claim,Fax,Jessica Baker,,Completed,False,9.3,Claim received and assigned claim number. Initial triage completed.,MobileApp,2024-05-06
EVT-000824,CLM-00835,POL-211579,2022-05-03,Document Submitted,Web Portal,James Carter,,Follow-up Required,False,20.0,Document type: Tax return received via Web Portal.,EmailGateway,2022-05-03
EVT-000825,CLM-00651,POL-665158,2023-09-22,Inspection Completed,Fax,Joseph Johnson,,No Action Needed,True,37.5,On-site inspection completed. Findings: Further review required.,Portal,2023-09-22
EVT-000826,CLM-00396,POL-158655,2024-08-02,Settlement Offered,Web Portal,Donald Rodriguez,,Completed,True,65.9,,EmailGateway,2024-08-02
EVT-000827,CLM-00240,POL-356150,2021-12-19,Inspection Scheduled,Email,Jason Perez,,Completed,False,52.0,Field inspection scheduled for 2021-12-25. Inspector: Jessica Baker.,PhoneSystem,2021-12-19
EVT-000828,CLM-00328,POL-992697,2021-09-26,Settlement Offered,In-Person,Amanda Miller,,No Action Needed,True,1.8,,CMS,2021-09-26
EVT-000829,CLM-00749,POL-480612,2021-03-05,Payment Issued,Mobile App,Susan Harris,29414.63,No Action Needed,False,31.9,"Payment of $29,414.63 issued to claimant. Check #174429.",EmailGateway,2021-03-05
EVT-000830,CLM-00264,POL-245051,2021-08-01,New Claim,In-Person,James Carter,,Completed,True,69.3,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2021-08-01
EVT-000831,CLM-00600,POL-728038,2024-02-26,Document Submitted,Mobile App,James Carter,,Pending,True,71.2,Document type: Medical records received via Mobile App.,PhoneSystem,2024-02-26
EVT-000832,CLM-00040,POL-865388,2024-07-30,Settlement Accepted,In-Person,Margaret Rivera,,Completed,True,70.9,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2024-07-30
EVT-000833,CLM-00953,POL-785743,2023-01-22,Document Submitted,Web Portal,Susan Nguyen,,No Action Needed,True,33.4,Document type: Tax return received via Web Portal.,Portal,2023-01-22
EVT-000834,CLM-00549,POL-676510,2024-04-17,New Claim,Mobile App,Amanda Miller,,Completed,True,61.4,Claim received and assigned claim number. Initial triage completed.,Portal,2024-04-17
EVT-000835,CLM-00548,POL-310922,2023-11-21,Status Update,Phone,Susan Harris,,Escalated,True,33.5,Claim status updated to Open. Adjuster notes recorded.,EmailGateway,2023-11-21
EVT-000836,CLM-00128,POL-109767,2021-06-06,New Claim,Fax,James Carter,,Follow-up Required,True,34.9,Claim received and assigned claim number. Initial triage completed.,Portal,2021-06-06
EVT-000837,CLM-00878,POL-231869,2021-04-06,Settlement Accepted,Email,Susan Harris,,Completed,True,20.4,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2021-04-06
EVT-000838,CLM-00617,POL-237174,2020-10-09,Status Update,Fax,Susan Harris,,Escalated,False,45.0,Claim status updated to Escalated. Adjuster notes recorded.,MobileApp,2020-10-09
EVT-000839,CLM-00534,POL-156802,2024-09-10,Payment Issued,Fax,Susan Harris,19279.17,No Action Needed,True,16.3,"Payment of $19,279.17 issued to claimant. Check #731214.",Portal,2024-09-10
EVT-000840,CLM-00533,POL-617488,2024-01-28,Document Submitted,Email,Cynthia Nguyen,,Pending,False,23.2,Document type: Signed statement received via Email.,EmailGateway,2024-01-28
EVT-000841,CLM-00140,POL-300896,2022-08-10,New Claim,Web Portal,Sandra Carter,,Follow-up Required,False,11.3,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2022-08-10
EVT-000842,CLM-00632,POL-141672,2022-04-02,Inspection Completed,Mobile App,Jason Perez,,Completed,True,61.5,On-site inspection completed. Findings: Further review required.,MobileApp,2022-04-02
EVT-000843,CLM-00642,POL-245051,2021-06-04,Settlement Accepted,Email,James Carter,,Pending,True,44.6,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2021-06-04
EVT-000844,CLM-00521,POL-632342,2023-02-27,Settlement Accepted,Mobile App,Kimberly Phillips,,No Action Needed,True,31.4,Claimant accepted settlement offer. Release form sent for signature.,CMS,2023-02-27
EVT-000845,CLM-00581,POL-944151,2023-12-06,Settlement Offered,Web Portal,Kimberly Thomas,,Escalated,True,63.1,,MobileApp,2023-12-06
EVT-000846,CLM-00003,POL-608993,2020-06-29,Inspection Completed,Email,Patricia Garcia,,Escalated,True,22.1,On-site inspection completed. Findings: Pre-existing damage noted.,MobileApp,2020-06-29
EVT-000847,CLM-00329,POL-392075,2023-08-29,Settlement Accepted,Web Portal,Donald Rodriguez,,No Action Needed,True,16.1,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2023-08-29
EVT-000848,CLM-00400,POL-413921,2020-02-27,Status Update,In-Person,Jessica Baker,,No Action Needed,True,50.3,Claim status updated to Approved. Adjuster notes recorded.,Portal,2020-02-27
EVT-000849,CLM-00661,POL-680099,2024-07-29,Inspection Completed,Email,James Carter,,Completed,True,54.8,On-site inspection completed. Findings: Further review required.,Portal,2024-07-29
EVT-000850,CLM-00336,POL-905934,2023-03-18,Claim Closed,Phone,Sandra Anderson,,Follow-up Required,True,52.5,Claim closed. Final disposition: Duplicate claim.,MobileApp,2023-03-18
EVT-000851,CLM-00589,POL-806073,2022-11-09,Status Update,Fax,Margaret Rivera,,Escalated,False,51.4,Claim status updated to In Litigation. Adjuster notes recorded.,Portal,2022-11-09
EVT-000852,CLM-00320,POL-249811,2023-08-22,Document Submitted,Web Portal,Sandra Carter,,No Action Needed,True,10.7,Document type: Repair estimate received via Web Portal.,Portal,2023-08-22
EVT-000853,CLM-00896,POL-179046,2024-02-20,Settlement Accepted,Email,Sandra Carter,,Escalated,True,7.6,Claimant accepted settlement offer. Release form sent for signature.,CMS,2024-02-20
EVT-000854,CLM-00041,POL-755674,2023-12-11,Settlement Offered,Email,Cynthia Nguyen,,No Action Needed,True,46.7,,PhoneSystem,2023-12-11
EVT-000855,CLM-00294,POL-431535,2024-06-23,Status Update,Web Portal,Jason Williams,,Escalated,True,36.6,Claim status updated to In Litigation. Adjuster notes recorded.,MobileApp,2024-06-23
EVT-000856,CLM-00374,POL-946305,2024-12-07,Inspection Completed,Mobile App,Jason Williams,,No Action Needed,True,39.4,On-site inspection completed. Findings: Damage less than reported.,PhoneSystem,2024-12-07
EVT-000857,CLM-00046,POL-857168,2020-10-04,Appeal Filed,Email,Sandra Anderson,,Escalated,True,57.0,Claimant filed formal appeal against coverage decision. Appeal team assigned.,PhoneSystem,2020-10-04
EVT-000858,CLM-00970,POL-697347,2023-05-04,Inspection Completed,Mobile App,Jason Perez,,Completed,True,31.6,On-site inspection completed. Findings: Damage exceeds initial estimate.,EmailGateway,2023-05-04
EVT-000859,CLM-00634,POL-267753,2023-02-15,Settlement Accepted,In-Person,Jessica Baker,,Escalated,True,34.2,Claimant accepted settlement offer. Release form sent for signature.,EmailGateway,2023-02-15
EVT-000860,CLM-00206,POL-946305,2022-08-16,Inspection Scheduled,Fax,Patricia Scott,,Follow-up Required,False,38.7,Field inspection scheduled for 2022-08-20. Inspector: Jessica Baker.,CMS,2022-08-16
EVT-000861,CLM-00366,POL-196781,2020-11-03,Claim Closed,Phone,Joseph Johnson,,Completed,True,25.0,Claim closed. Final disposition: Duplicate claim.,PhoneSystem,2020-11-03
EVT-000862,CLM-00952,POL-564656,2022-11-22,Settlement Offered,In-Person,Joseph Johnson,,Pending,True,62.4,,CMS,2022-11-22
EVT-000863,CLM-00980,POL-329974,2021-04-19,Settlement Offered,Email,Patricia Scott,,Completed,True,30.4,,EmailGateway,2021-04-19
EVT-000864,CLM-00557,POL-609597,2024-02-12,Inspection Completed,Fax,Sandra Anderson,,Pending,False,5.4,On-site inspection completed. Findings: Damage consistent with claim.,MobileApp,2024-02-12
EVT-000865,CLM-00390,POL-454508,2021-12-24,Settlement Accepted,Web Portal,Sharon Anderson,,Escalated,True,40.8,Claimant accepted settlement offer. Release form sent for signature.,Portal,2021-12-24
EVT-000866,CLM-00178,POL-656116,2024-07-16,Document Submitted,Phone,Donald Rodriguez,,Follow-up Required,True,31.8,Document type: Medical records received via Phone.,MobileApp,2024-07-16
EVT-000867,CLM-00947,POL-772097,2022-11-10,Settlement Offered,In-Person,Kimberly Phillips,,Pending,True,23.6,,CMS,2022-11-10
EVT-000868,CLM-00078,POL-182582,2022-07-13,Settlement Offered,Web Portal,Kimberly Thomas,,Follow-up Required,True,14.7,,MobileApp,2022-07-13
EVT-000869,CLM-00805,POL-688637,2024-08-06,Payment Issued,Mobile App,James Carter,44051.48,No Action Needed,True,52.5,"Payment of $44,051.48 issued to claimant. Check #394152.",EmailGateway,2024-08-06
EVT-000870,CLM-00632,POL-141672,2022-02-17,Inspection Completed,Email,Jessica Baker,,Pending,True,42.9,On-site inspection completed. Findings: Damage exceeds initial estimate.,Portal,2022-02-17
EVT-000871,CLM-00143,POL-160738,2024-07-29,Status Update,In-Person,Susan Nguyen,,Escalated,True,19.7,Claim status updated to Awaiting Inspection. Adjuster notes recorded.,CMS,2024-07-29
EVT-000872,CLM-00406,POL-320861,2023-05-30,Appeal Filed,Phone,Sandra Carter,,Escalated,False,37.7,Claimant filed formal appeal against coverage decision. Appeal team assigned.,Portal,2023-05-30
EVT-000873,CLM-00125,POL-955662,2021-10-12,New Claim,Email,Susan Harris,,Completed,True,49.4,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2021-10-12
EVT-000874,CLM-00361,POL-260263,2021-07-22,Inspection Completed,In-Person,Amanda Miller,,Escalated,True,53.2,On-site inspection completed. Findings: Damage exceeds initial estimate.,EmailGateway,2021-07-22
EVT-000875,CLM-00629,POL-898975,2021-11-15,Settlement Accepted,Fax,Susan Harris,,Pending,True,46.0,Claimant accepted settlement offer. Release form sent for signature.,Portal,2021-11-15
EVT-000876,CLM-00808,POL-479580,2020-02-14,Document Submitted,Phone,Sharon Anderson,,Pending,True,24.6,Document type: Proof of ownership received via Phone.,Portal,2020-02-14
EVT-000877,CLM-00570,POL-100599,2020-08-16,Payment Issued,Web Portal,Susan Nguyen,28668.43,No Action Needed,False,6.6,"Payment of $28,668.43 issued to claimant. Check #963050.",CMS,2020-08-16
EVT-000878,CLM-00215,POL-905934,2023-01-31,Document Submitted,Phone,Kimberly Thomas,,Pending,True,57.2,Document type: Signed statement received via Phone.,PhoneSystem,2023-01-31
EVT-000879,CLM-00068,POL-669605,2021-05-11,New Claim,In-Person,Jason Williams,,No Action Needed,True,46.5,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2021-05-11
EVT-000880,CLM-00782,POL-751332,2022-10-03,New Claim,Mobile App,Donald Rodriguez,,Escalated,True,24.1,Claim received and assigned claim number. Initial triage completed.,EmailGateway,2022-10-03
EVT-000881,CLM-00919,POL-850981,2021-06-08,Document Submitted,Phone,Cynthia Nguyen,,Follow-up Required,True,8.7,Document type: Signed statement received via Phone.,MobileApp,2021-06-08
EVT-000882,CLM-00748,POL-237174,2020-02-01,Inspection Scheduled,Web Portal,Margaret Rivera,,No Action Needed,True,44.0,Field inspection scheduled for 2020-02-13. Inspector: Kimberly Thomas.,PhoneSystem,2020-02-01
EVT-000883,CLM-00058,POL-399105,2023-09-04,Claim Closed,In-Person,Kimberly Martinez,,No Action Needed,True,60.9,Claim closed. Final disposition: Paid in full.,EmailGateway,2023-09-04
EVT-000884,CLM-00276,POL-378082,2023-06-09,Settlement Accepted,In-Person,Susan Nguyen,,Completed,True,8.7,Claimant accepted settlement offer. Release form sent for signature.,PhoneSystem,2023-06-09
EVT-000885,CLM-00443,POL-974244,2022-08-09,Settlement Offered,Web Portal,Jason Williams,,Escalated,True,22.0,,PhoneSystem,2022-08-09
EVT-000886,CLM-00925,POL-522179,2020-02-29,Settlement Offered,Mobile App,Jessica Baker,,Escalated,True,45.1,,MobileApp,2020-02-29
EVT-000887,CLM-00549,POL-676510,2023-04-12,Settlement Offered,Mobile App,Sharon Anderson,,Follow-up Required,True,36.1,,PhoneSystem,2023-04-12
EVT-000888,CLM-00149,POL-208618,2020-11-20,Status Update,Email,Joseph Johnson,,Completed,True,22.1,Claim status updated to Open. Adjuster notes recorded.,Portal,2020-11-20
EVT-000889,CLM-00955,POL-808011,2021-05-10,Document Submitted,Email,Kimberly Thomas,,Escalated,True,35.4,Document type: Proof of ownership received via Email.,Portal,2021-05-10
EVT-000890,CLM-00736,POL-656116,2023-03-18,Inspection Completed,Email,Kimberly Martinez,,Escalated,False,31.3,On-site inspection completed. Findings: Damage less than reported.,MobileApp,2023-03-18
EVT-000891,CLM-00027,POL-237235,2021-05-14,Inspection Completed,Phone,Jessica Baker,,Pending,True,63.9,On-site inspection completed. Findings: Damage exceeds initial estimate.,CMS,2021-05-14
EVT-000892,CLM-00930,POL-269430,2024-07-02,Inspection Completed,Fax,Donald Rodriguez,,Completed,True,60.4,On-site inspection completed. Findings: Damage less than reported.,EmailGateway,2024-07-02
EVT-000893,CLM-00502,POL-211579,2024-10-31,Appeal Filed,Fax,Susan Nguyen,,No Action Needed,True,68.2,Claimant filed formal appeal against coverage decision. Appeal team assigned.,CMS,2024-10-31
EVT-000894,CLM-00725,POL-795613,2022-02-10,Status Update,In-Person,Amanda Miller,,Escalated,True,28.9,Claim status updated to Open. Adjuster notes recorded.,PhoneSystem,2022-02-10
EVT-000895,CLM-00008,POL-688637,2024-02-08,Inspection Completed,Web Portal,Susan Harris,,Follow-up Required,True,71.9,On-site inspection completed. Findings: Pre-existing damage noted.,Portal,2024-02-08
EVT-000896,CLM-00192,POL-518373,2023-06-01,Claim Closed,Phone,Donald Rodriguez,,Follow-up Required,True,34.0,Claim closed. Final disposition: Duplicate claim.,CMS,2023-06-01
EVT-000897,CLM-00083,POL-174441,2023-03-24,Settlement Accepted,Email,Sharon Anderson,,No Action Needed,False,37.6,Claimant accepted settlement offer. Release form sent for signature.,MobileApp,2023-03-24
